Hugo_Symbol,n_mutations,n_patients,n_high_impact,hotspot_count,high_impact_ratio,patient_frequency,hotspot_ratio,patient_frequency_norm,high_impact_ratio_norm,hotspot_ratio_norm,gene_priority_score,log_n_mutations
UQCRH,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
URM1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CLN8,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CLNK,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CLEC6A,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CLEC9A,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
USP10,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
ABRA,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
ABTB2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
AC004593.2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
AC005324.2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
UNC93A,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CD68,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IER3,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IFT88,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
BLID,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
BEND5,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
BEST1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
BFSP1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IFI35,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IFIH1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PROSER2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PROSER3,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RAD1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RAD17,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CLEC16A,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CLEC18B,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CLEC2B,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CLCNKA,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MTMR8,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MTNR1B,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MTO1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
AP1S2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MTHFD2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
STPG3,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
STRC,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PROKR1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
SUGT1P4-STRA6LP,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
HYAL1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
SH3GL3,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MX2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MXRA8,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MYB,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IFNAR1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IFNB1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
AC008397.2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
ZNHIT6,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RAD51,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CD96,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PRPH2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PRPS1L1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PROCA1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
AP3S1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
ZNF426,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MVB12B,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
STX18,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
STX5,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
STX6,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MTX3,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MTMR12,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MTMR2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RABGAP1L,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RABGEF1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PRPF38B,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RAB39B,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RAB3D,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PRR5L,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RAB3IL1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RAB6A,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RAB6D,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
USP32,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CKAP2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
VTN,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CLDN16,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PRPS2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PRR14L,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PRR30,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IFNA7,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MTTP,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MSX1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MTAP,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MTBP,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MSL1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PRSS37,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PRSS38,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RAB31,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RAB39A,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CHST9,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CHSY1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PSKH2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PSMA1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PRR35,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RABEP2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CD83,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CD86,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CD8B,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CKB,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CIART,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PRSS36,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
BHLHE40,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
BHLHE41,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
BHMT2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
SH3KBP1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
SH3RF1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
SH3TC1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IGF2BP2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IGFBP3,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IGFBP5,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IFNA6,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CHRDL2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PSG9,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
ZNRF1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
ZP3,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
ABHD16B,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
ABHD17B,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
ABI3BP,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CDH12,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CDC42,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CHST8,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CHMP1A,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RAB11B,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
RAB23,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PRSS8,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CLDN1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
VWC2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CHMP7,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
STMN2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IFNW1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IFRD2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IFT43,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IFT57,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
IFT80,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
APBB2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
AP1M1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MS4A8,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MSANTD1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
SHD,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
SHE,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
SHISA3,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
SHMT2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
ZNF274,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PSMD4,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PSMD6,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PSME3,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PSMG1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
QPCTL,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CHMP1B,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
UXS1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
VANGL2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CGAS,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
VARS2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
VSIG2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PSMA4,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PSMB10,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PSMC1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PSG8,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
VWA1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PWWP3A,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PXDC1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PTCHD3,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
VSIR,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
VSTM4,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CDIPT,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CDK14,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CDK15,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
VCX2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
VEZF1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PTCD2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PXN,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
UST,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
UTP6,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CHRNA1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
VPS8,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
LRIT3,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CDK2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CDK5RAP1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CENPO,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CEL,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CELA2A,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CELA3B,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
MRS2,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PSMC5,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CFAP92,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CFAP57,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CFAP70,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CDH3,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
VPS72,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CES4A,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CFAP20DC,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CERS1,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CEP295,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CEP295NL,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CEP43,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
CEP63,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PTGIR,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
PTGIS,2,2,0.0,0.0,0.0,0.0048309178743961,0.0,0.008064516129032367,0.0,0.0,0.0040322580645161836,1.0986122886681098
